OrderID,ProductID,CustomerID,Quantity,UnitPrice,Discount,Sales,Profit,Region,Category,SubCategory,ShippingCost,OrderDate,ShipDate,CustomerSegment,Market,Country,City,State,ZipCode,ReturnStatus,StockAvailable,Rating,SupplierID,Priority,Status
3184,9678,8033,2410,4299,2535,5600,4,East,Furniture,Shirts,6208,2022-07-04 02:51:37,2022-07-08 02:51:37,Small Business,APAC,USA,4491,2412,8309,Returned,2838,577,8964,Critical,In Transit
1756,8372,2406,6884,8164,6140,2989,5785,East,Furniture,Tables,8001,2021-03-20 07:16:32,2021-03-21 07:16:32,Corporate,EU,Germany,1239,4835,3814,Not Returned,8013,1974,3783,Critical,In Transit
8605,7222,7815,1383,1124,5182,4013,2244,South,Furniture,Chairs,8837,2022-03-03 18:23:42,2022-03-10 18:23:42,Home Office,LATAM,Australia,2786,6941,1707,Not Returned,8567,1613,455,Low,In Transit
9046,8916,1392,8454,8009,8735,8743,5426,North,Clothing,Shirts,8813,2022-05-08 14:15:47,2022-05-09 14:15:47,Small Business,APAC,USA,8857,1247,6062,Returned,4362,3953,881,Critical,Delivered
8105,5185,1985,9985,2799,7604,1494,2680,North,Furniture,Shirts,3247,2022-03-07 04:56:11,2022-03-08 04:56:11,Consumer,LATAM,India,2027,1548,3779,Returned,5786,7758,3724,Medium,In Transit
4605,617,4516,5192,5775,2622,2094,9957,West,Electronics,Chairs,3571,2021-07-15 13:05:11,2021-07-23 13:05:11,Corporate,EMEA,Brazil,3813,3769,5979,Not Returned,8164,5222,210,High,In Transit
3963,2391,5520,4795,2445,8333,8484,2865,South,Clothing,Phones,2918,2022-04-03 08:24:55,2022-04-12 08:24:55,Corporate,APAC,Australia,2590,3284,9992,Not Returned,4418,714,2424,Critical,Shipped
3568,5376,9871,2148,9110,1807,4052,8752,South,Electronics,Tables,8241,2021-10-13 04:01:21,2021-10-18 04:01:21,Home Office,APAC,USA,329,2658,8780,Returned,5369,5972,3206,High,Cancelled
7533,7908,1599,3852,7583,7824,4608,9601,West,Furniture,Chairs,5569,2022-01-15 22:17:39,2022-01-20 22:17:39,Small Business,LATAM,Brazil,6713,2024,6177,Returned,3186,7724,196,High,Shipped
2790,8731,4785,719,7077,3996,306,5431,West,Clothing,Tables,2597,2021-01-06 00:48:44,2021-01-11 00:48:44,Home Office,APAC,Australia,4176,7182,4543,Returned,8288,1284,248,Low,Shipped
4364,1566,2142,736,449,7535,1836,4716,North,Furniture,Chairs,5629,2021-01-08 20:13:48,2021-01-09 20:13:48,Home Office,US,India,361,7374,3902,Returned,1784,7052,67,Medium,Delivered
6071,5933,8426,9415,1056,6257,3348,9362,South,Electronics,Laptops,3180,2022-09-09 02:23:22,2022-09-11 02:23:22,Home Office,EU,Brazil,4832,7800,2265,Returned,2482,6978,7897,Medium,Cancelled
9808,7051,6012,4151,9664,9251,7005,9199,West,Furniture,Tables,1798,2022-11-22 10:23:50,2022-11-26 10:23:50,Small Business,US,Brazil,6072,4613,3758,Returned,8897,9866,4954,Low,In Transit
9970,7052,5633,5497,893,972,103,9300,East,Electronics,Chairs,5855,2022-12-06 20:08:06,2022-12-12 20:08:06,Corporate,APAC,USA,6518,3660,9112,Returned,4553,5674,2158,High,In Transit
1884,6045,9002,5221,573,1207,3081,2461,East,Clothing,Laptops,2614,2022-06-10 14:44:47,2022-06-13 14:44:47,Small Business,APAC,Australia,8993,9334,3053,Not Returned,1509,9303,4330,Low,Cancelled
5323,1056,7631,7108,5671,1751,7576,6388,North,Electronics,Phones,5139,2021-12-26 03:37:11,2022-01-04 03:37:11,Home Office,US,India,7323,9810,9816,Not Returned,9858,7952,9788,Low,Cancelled
2605,2408,64,2813,4028,102,3136,1181,South,Furniture,Shirts,7632,2022-06-24 16:12:35,2022-06-25 16:12:35,Small Business,LATAM,USA,2468,4316,1922,Not Returned,6841,9733,4849,Low,Shipped
7873,680,7507,748,1322,7928,3749,5863,East,Electronics,Chairs,2342,2022-07-23 21:55:28,2022-07-28 21:55:28,Home Office,EU,Brazil,4908,7979,4486,Not Returned,9901,7656,1146,Critical,Delivered
2922,5680,7697,5416,4939,1605,5048,8744,East,Furniture,Phones,7930,2021-05-01 03:39:35,2021-05-07 03:39:35,Home Office,LATAM,Brazil,1383,9963,3401,Returned,8227,2205,3345,High,Shipped
9973,1629,6765,9522,5746,9752,8997,1291,South,Furniture,Laptops,4931,2021-04-24 01:11:04,2021-04-30 01:11:04,Corporate,EMEA,Brazil,9858,7130,2131,Returned,6300,3741,2501,Medium,Cancelled
5308,6768,1498,8814,3145,9652,8026,293,South,Electronics,Phones,7140,2021-01-31 02:14:50,2021-02-03 02:14:50,Home Office,LATAM,USA,3506,8711,2686,Not Returned,266,9499,7106,Critical,Delivered
5820,811,4677,3391,611,4547,5028,5725,West,Clothing,Laptops,9082,2022-09-26 23:35:30,2022-09-28 23:35:30,Small Business,US,India,5666,5022,5523,Not Returned,2984,8543,4283,Critical,Delivered
7276,2788,4627,6562,6353,4809,8630,5889,South,Electronics,Tables,5391,2022-06-26 19:19:58,2022-06-30 19:19:58,Small Business,US,India,2185,6801,9705,Returned,9122,5824,1181,High,Shipped
2100,514,1833,7138,5808,3117,5851,7599,South,Furniture,Tables,8982,2022-01-04 07:32:21,2022-01-05 07:32:21,Home Office,US,USA,3657,308,1451,Returned,2124,4883,2843,Critical,In Transit
3949,9587,4073,3635,215,3073,4473,2460,West,Furniture,Laptops,3470,2022-06-23 01:57:49,2022-06-26 01:57:49,Home Office,US,Australia,4750,3995,3,Not Returned,9275,6884,1518,Medium,Delivered
2380,9205,4265,2824,849,9897,5037,206,West,Electronics,Laptops,6259,2022-05-08 09:03:39,2022-05-11 09:03:39,Corporate,EU,USA,4546,7794,786,Returned,7709,4098,5198,Critical,Delivered
3529,3560,8135,8563,2938,8173,8139,5142,South,Electronics,Laptops,7658,2022-12-25 11:36:43,2022-12-30 11:36:43,Home Office,EU,Germany,2377,454,3460,Not Returned,1149,523,4578,Critical,Cancelled
6631,3723,3084,5931,6724,4814,3308,3643,North,Clothing,Phones,9677,2022-05-11 00:13:33,2022-05-16 00:13:33,Small Business,US,Brazil,9850,9946,3403,Not Returned,8944,165,6990,Medium,Delivered
3861,2776,1769,6227,6622,783,7821,9147,North,Clothing,Laptops,1651,2021-03-22 05:24:12,2021-03-30 05:24:12,Consumer,LATAM,India,6293,6354,9168,Returned,1824,4427,11,High,Delivered
9306,8814,901,3748,1472,6862,3104,8519,South,Clothing,Laptops,4629,2022-07-09 04:08:59,2022-07-18 04:08:59,Consumer,EMEA,Germany,1635,5006,6030,Returned,5616,2845,5624,Low,In Transit
5191,7885,6333,663,8200,6476,3088,4762,West,Electronics,Tables,161,2021-11-22 15:08:17,2021-11-28 15:08:17,Small Business,EU,Germany,5555,2919,9246,Returned,4833,2212,7070,Medium,Cancelled
6423,4528,2716,8826,9898,6666,7108,5133,South,Furniture,Tables,2608,2021-07-04 07:28:11,2021-07-07 07:28:11,Consumer,LATAM,Australia,6261,1186,6996,Not Returned,6442,916,7465,Critical,Delivered
2426,426,1788,2585,4649,169,515,3436,North,Furniture,Chairs,3205,2022-02-13 00:11:18,2022-02-19 00:11:18,Home Office,EMEA,Brazil,6342,4175,678,Returned,9012,214,1667,High,In Transit
2787,8214,5861,1262,1173,4881,2055,2816,East,Clothing,Phones,5022,2021-12-28 14:59:54,2022-01-03 14:59:54,Home Office,LATAM,USA,6301,7349,5845,Not Returned,5363,8098,5600,Low,In Transit
9147,4120,6641,4289,878,4486,2545,5060,South,Clothing,Shirts,2409,2021-06-19 00:11:02,2021-06-22 00:11:02,Corporate,EU,Brazil,4884,4207,5949,Returned,745,4175,9710,High,Delivered
5067,7798,4162,9587,287,3248,5100,4,West,Electronics,Tables,3728,2022-10-12 10:06:10,2022-10-15 10:06:10,Corporate,EU,Germany,5560,7197,5074,Not Returned,153,9822,2797,Low,Shipped
2806,4081,9248,5851,7363,1329,2393,3154,North,Clothing,Phones,5061,2021-03-30 04:02:38,2021-04-04 04:02:38,Small Business,US,Germany,3413,6450,9412,Returned,8156,8137,360,Critical,Cancelled
8526,731,7068,9690,1418,7768,7889,3764,North,Furniture,Phones,879,2022-02-06 20:03:51,2022-02-11 20:03:51,Corporate,EU,India,3986,1270,1295,Not Returned,1758,7777,9384,Low,Cancelled
9246,2842,5717,2405,3563,1272,9912,8445,East,Electronics,Phones,8929,2022-01-30 13:41:08,2022-02-03 13:41:08,Home Office,EU,Australia,2191,1003,6655,Returned,6068,3753,6201,High,Shipped
5944,4439,4428,5557,8533,2389,6993,6326,East,Electronics,Tables,2299,2022-11-14 06:48:02,2022-11-19 06:48:02,Small Business,APAC,Brazil,9880,6437,2209,Not Returned,5623,9043,6287,Medium,Cancelled
2610,6179,224,3775,9604,7917,8515,5974,North,Electronics,Phones,7484,2022-06-17 12:05:51,2022-06-18 12:05:51,Small Business,EU,USA,9661,4836,9189,Returned,5531,623,1076,Critical,In Transit
8856,5238,3995,2695,4305,3199,5413,8711,North,Electronics,Laptops,8018,2021-02-05 10:21:56,2021-02-11 10:21:56,Consumer,US,Germany,9508,3229,572,Returned,5136,8290,4034,Low,In Transit
4843,5542,4028,261,9128,1798,332,4211,East,Electronics,Shirts,5112,2021-03-19 02:13:22,2021-03-23 02:13:22,Home Office,US,USA,9138,7427,4496,Returned,1656,2534,4983,High,Shipped
8697,2405,2202,6020,5660,1154,4162,1337,South,Electronics,Shirts,6759,2022-03-22 04:07:12,2022-03-24 04:07:12,Consumer,US,USA,9775,7602,5052,Returned,4803,2376,7851,Low,Cancelled
6249,972,7137,9518,8345,3961,3087,8922,South,Electronics,Shirts,2333,2021-08-19 05:05:36,2021-08-21 05:05:36,Consumer,EMEA,USA,969,7321,2034,Not Returned,5262,8960,646,High,In Transit
9272,6437,8829,7098,8293,5587,869,5915,South,Electronics,Shirts,2577,2021-08-18 16:22:40,2021-08-24 16:22:40,Consumer,US,Germany,616,5058,8479,Not Returned,6456,7605,8153,Medium,Cancelled
9185,9777,1904,9068,144,7497,2257,9315,North,Furniture,Shirts,8255,2021-05-07 20:45:53,2021-05-13 20:45:53,Small Business,EU,USA,6488,7918,4510,Not Returned,4321,9370,5473,Low,In Transit
7924,4717,7119,2621,2537,5104,7081,5318,North,Clothing,Tables,1295,2021-11-18 12:27:10,2021-11-24 12:27:10,Home Office,APAC,India,5746,7565,3638,Not Returned,1407,5515,1578,High,Delivered
5312,8829,5548,808,2396,4525,1416,7509,East,Furniture,Shirts,4733,2021-06-29 13:52:48,2021-07-03 13:52:48,Consumer,EU,India,3295,2909,5417,Not Returned,8533,9753,5671,Critical,Delivered
3689,6149,2028,7172,316,3990,9294,531,West,Electronics,Chairs,7873,2021-05-28 21:16:01,2021-06-05 21:16:01,Consumer,EMEA,India,9978,712,7925,Returned,8463,9990,2561,High,Shipped
4004,2178,838,3715,3079,9969,5033,1651,South,Furniture,Shirts,7598,2022-01-26 03:14:16,2022-01-27 03:14:16,Corporate,LATAM,Australia,9328,4359,5298,Returned,876,5956,7130,Critical,Delivered
7806,6657,1923,8821,9917,1129,4562,8956,West,Furniture,Laptops,3928,2021-05-09 02:48:23,2021-05-12 02:48:23,Consumer,APAC,India,1636,7262,8516,Returned,1686,3713,7059,High,Delivered
1328,5907,8831,2261,1430,9154,2963,7387,West,Electronics,Shirts,4400,2022-01-30 16:12:35,2022-02-02 16:12:35,Corporate,EMEA,India,1251,4689,4074,Returned,9132,5659,9194,Critical,Shipped
6868,6964,9803,9820,5694,3992,9296,2188,East,Furniture,Chairs,9453,2021-04-01 02:11:07,2021-04-06 02:11:07,Small Business,EU,India,3324,7121,7860,Not Returned,3657,6787,694,Medium,In Transit
3710,2771,1031,4476,4210,6996,1620,9043,South,Electronics,Laptops,7996,2022-03-25 04:13:40,2022-03-29 04:13:40,Consumer,EU,Brazil,2527,167,4190,Not Returned,576,7172,8798,Low,Shipped
9348,9008,6024,9728,7980,9155,5172,5410,South,Electronics,Shirts,1515,2021-10-29 08:35:20,2021-11-04 08:35:20,Home Office,US,Australia,3640,9742,4558,Returned,3533,2817,6412,Critical,Delivered
2516,8134,1740,4053,259,8701,5787,3684,South,Electronics,Shirts,9476,2022-05-14 11:32:09,2022-05-16 11:32:09,Corporate,APAC,Brazil,1201,5356,1117,Not Returned,5931,9091,1059,Critical,Shipped
5578,5591,8153,7064,8980,8396,2492,4823,West,Clothing,Phones,4863,2021-01-01 23:07:06,2021-01-04 23:07:06,Home Office,US,USA,3473,8433,7711,Returned,855,6364,6705,Low,Delivered
9253,8574,6032,6183,1133,2477,3136,2080,North,Clothing,Tables,6675,2021-07-30 01:31:59,2021-08-06 01:31:59,Consumer,LATAM,India,4992,8147,5291,Not Returned,8399,8166,3535,High,Shipped
29,9406,8380,1861,7935,2573,8052,6129,North,Clothing,Laptops,2708,2022-10-16 08:57:42,2022-10-17 08:57:42,Consumer,EMEA,Australia,8397,8497,8592,Returned,6486,9178,1806,Critical,Shipped
2097,5338,1460,6935,9538,8423,3783,3501,East,Furniture,Laptops,8625,2022-12-24 19:40:11,2022-12-26 19:40:11,Consumer,EMEA,Germany,5104,618,8510,Not Returned,457,501,8075,Critical,Delivered
6631,4974,4775,1004,6849,4197,6716,1067,East,Clothing,Laptops,3235,2022-05-11 13:49:29,2022-05-16 13:49:29,Home Office,LATAM,USA,3670,4716,9658,Returned,1962,876,8735,Medium,In Transit
4500,9211,7234,9621,5948,575,1459,7396,North,Clothing,Shirts,2471,2022-12-11 03:40:22,2022-12-19 03:40:22,Corporate,LATAM,Brazil,2965,6906,3314,Returned,8874,8471,4459,Medium,Delivered
9351,8185,2342,1519,1839,871,5539,9534,East,Electronics,Chairs,6500,2022-05-19 00:52:39,2022-05-26 00:52:39,Small Business,US,Australia,8639,9473,5040,Returned,8829,2974,4627,Low,Delivered
2293,2105,1068,424,3820,7704,1281,3433,West,Furniture,Phones,8635,2021-02-17 21:22:22,2021-02-21 21:22:22,Consumer,LATAM,Brazil,3553,7638,8572,Not Returned,4647,2984,3061,Low,Cancelled
7511,2951,4541,7419,6064,7662,3422,1991,West,Electronics,Chairs,4221,2022-05-30 16:27:52,2022-06-02 16:27:52,Home Office,LATAM,USA,55,842,6929,Returned,9177,2907,5089,Low,Shipped
2273,6142,8016,8295,9162,1072,737,9558,South,Clothing,Shirts,228,2021-04-02 02:33:24,2021-04-06 02:33:24,Home Office,APAC,Brazil,7994,1620,2205,Not Returned,7743,7575,9374,Medium,Cancelled
3000,2765,3685,8200,6240,3875,3330,6070,East,Electronics,Tables,9090,2021-02-11 01:56:31,2021-02-20 01:56:31,Home Office,APAC,Germany,2004,8036,1528,Returned,7235,5170,4611,Low,In Transit
4251,6627,2856,3965,7936,1675,9383,2393,North,Furniture,Shirts,1828,2022-12-13 00:11:30,2022-12-20 00:11:30,Consumer,EMEA,Germany,8929,2708,8419,Not Returned,9500,7861,4205,High,Shipped
4387,8158,7676,9845,1868,6966,7197,27,North,Clothing,Tables,5768,2022-11-22 11:33:00,2022-11-25 11:33:00,Home Office,APAC,Germany,3778,2688,5333,Not Returned,5057,9697,180,Critical,Cancelled
6721,922,3093,5528,9703,7466,2720,8114,North,Clothing,Tables,8907,2022-06-05 15:38:24,2022-06-08 15:38:24,Home Office,EMEA,Australia,721,4569,3230,Not Returned,4729,7100,7117,Critical,Cancelled
2686,1981,5907,540,7047,7262,8676,9221,West,Electronics,Tables,1687,2022-10-22 13:02:01,2022-10-31 13:02:01,Consumer,EU,Brazil,8887,8546,3691,Returned,8485,717,7284,Low,Cancelled
638,7980,9492,3949,8882,5551,8904,8631,East,Electronics,Phones,1784,2021-07-11 11:40:05,2021-07-19 11:40:05,Home Office,EMEA,USA,1418,5906,1777,Not Returned,2926,4085,7629,High,Delivered
7903,814,273,3645,1717,6277,6233,6829,East,Clothing,Tables,1597,2021-05-11 11:45:06,2021-05-18 11:45:06,Consumer,APAC,Germany,4294,4877,7851,Returned,2714,5329,9273,High,In Transit
1599,7634,9821,3179,8045,5114,3373,6764,South,Furniture,Phones,814,2022-09-11 21:06:09,2022-09-20 21:06:09,Corporate,EMEA,Australia,2813,6563,7014,Not Returned,4086,384,2851,Low,In Transit
1050,1834,8990,4468,2976,5156,7699,8001,East,Clothing,Tables,7187,2021-08-12 16:44:12,2021-08-17 16:44:12,Small Business,EU,India,6771,9894,8771,Not Returned,1606,7988,7166,Medium,Shipped
7248,5808,6257,8052,4285,2155,7743,2805,South,Electronics,Chairs,9407,2022-04-12 15:00:22,2022-04-13 15:00:22,Corporate,LATAM,Australia,8129,5157,4813,Returned,9894,8819,2457,Medium,In Transit
7462,7157,8152,6523,2674,1050,6824,2592,East,Furniture,Phones,8283,2021-06-30 04:02:53,2021-07-05 04:02:53,Consumer,EU,Germany,3691,3267,4630,Returned,7024,8277,2640,Low,Cancelled
6474,3505,2425,6485,5297,6568,6087,2222,East,Furniture,Phones,398,2021-09-06 17:11:04,2021-09-12 17:11:04,Consumer,APAC,India,8630,5392,5400,Not Returned,1611,7831,4605,Medium,Shipped
1066,5365,9469,5394,7103,7502,604,5131,West,Electronics,Chairs,8868,2021-12-20 14:23:45,2021-12-22 14:23:45,Small Business,EU,Australia,3023,1081,3147,Not Returned,6742,2218,5266,Critical,Delivered
8988,3329,7294,3007,6959,7973,4144,5518,North,Clothing,Tables,8917,2022-10-25 20:34:53,2022-10-30 20:34:53,Small Business,EU,Germany,59,771,389,Returned,7013,4853,596,Critical,Shipped
1983,8966,8210,4331,5430,1693,2771,4377,West,Electronics,Shirts,7565,2022-12-23 02:54:36,2022-12-30 02:54:36,Home Office,EMEA,Brazil,7966,2269,7250,Not Returned,3487,5802,2750,High,In Transit
1406,3576,2728,6488,6292,2502,938,1756,East,Clothing,Tables,1204,2021-05-14 03:28:58,2021-05-18 03:28:58,Consumer,EU,Australia,3747,8291,2196,Returned,9194,7350,9763,Low,Delivered
7767,6148,1064,8831,9335,8744,3276,977,North,Electronics,Chairs,4943,2022-11-09 01:29:00,2022-11-11 01:29:00,Consumer,APAC,India,5653,8425,8049,Returned,9555,351,9501,High,Delivered
245,4646,4735,441,9660,5916,412,814,East,Clothing,Chairs,1975,2022-07-09 01:23:53,2022-07-14 01:23:53,Home Office,US,USA,2537,5789,8299,Returned,2702,7826,5975,Critical,Delivered
9150,6957,9253,2547,3737,1673,402,8794,East,Clothing,Shirts,88,2022-08-07 15:16:16,2022-08-09 15:16:16,Small Business,EU,India,3535,8412,9675,Returned,8514,2739,4937,Low,Cancelled
1569,4721,7958,8545,9221,6526,7936,9120,East,Furniture,Shirts,6738,2021-06-08 01:05:48,2021-06-15 01:05:48,Small Business,APAC,Australia,835,3325,630,Not Returned,8222,8080,7934,Critical,Delivered
6486,5407,3469,7145,8413,5276,5868,9536,East,Clothing,Shirts,2415,2022-03-08 13:07:36,2022-03-16 13:07:36,Consumer,APAC,India,2493,8212,8998,Returned,2176,2406,3364,High,Shipped
9073,9526,9877,1606,2558,8636,2043,779,West,Electronics,Chairs,5975,2022-06-21 22:49:24,2022-06-27 22:49:24,Consumer,LATAM,India,3997,6083,9551,Not Returned,2627,491,9488,Critical,Shipped
4065,5838,4990,5972,3381,5690,8604,9615,East,Furniture,Chairs,5283,2022-09-18 00:34:19,2022-09-27 00:34:19,Corporate,LATAM,USA,8122,8218,6813,Not Returned,5253,5864,380,Critical,Cancelled
3183,3748,5197,5133,6041,4121,8738,5260,West,Clothing,Tables,5443,2022-12-05 06:17:12,2022-12-06 06:17:12,Home Office,EMEA,India,9948,6291,9560,Returned,552,134,6608,Critical,Shipped
1061,7385,2187,2666,3171,2647,596,4107,North,Clothing,Tables,1165,2022-04-14 12:15:25,2022-04-18 12:15:25,Corporate,EMEA,Germany,5529,2455,3809,Returned,1758,223,6954,High,In Transit
2366,1610,7222,1224,1908,9555,5811,6449,East,Furniture,Chairs,5749,2022-06-19 10:27:25,2022-06-24 10:27:25,Home Office,US,India,9974,530,7142,Not Returned,9397,1987,347,Medium,Delivered
8046,5799,245,7059,133,1371,1088,9840,South,Clothing,Chairs,2904,2021-03-08 20:23:28,2021-03-14 20:23:28,Corporate,EU,USA,7165,9966,8506,Not Returned,1707,7335,6914,Low,Shipped
8127,3695,990,3681,9097,6411,3398,3998,South,Electronics,Shirts,9938,2021-02-09 04:59:57,2021-02-10 04:59:57,Corporate,EMEA,Germany,4027,6870,2447,Not Returned,8015,6858,5020,High,Delivered
3670,2525,7499,1962,6304,4626,8293,9506,East,Electronics,Tables,4675,2022-05-21 21:21:34,2022-05-29 21:21:34,Consumer,US,USA,7876,6269,6813,Returned,8695,173,887,Critical,Shipped
4369,9602,7057,4954,261,3353,1353,5244,North,Furniture,Laptops,532,2021-01-18 17:00:34,2021-01-20 17:00:34,Home Office,EMEA,India,4287,8010,4008,Returned,9724,9165,7890,Critical,Shipped
9797,4288,1003,85,2996,5157,7195,5784,West,Clothing,Tables,6415,2021-01-18 20:15:00,2021-01-19 20:15:00,Small Business,LATAM,USA,8341,6154,2692,Returned,5508,4870,5850,Medium,Shipped
6672,5670,9905,2493,9537,9299,6513,8775,East,Electronics,Chairs,8512,2022-09-09 02:23:01,2022-09-10 02:23:01,Small Business,EMEA,Germany,7956,9232,409,Returned,8039,7741,7665,High,In Transit
5437,8899,783,5301,2180,6807,1179,2407,West,Electronics,Phones,2536,2022-06-12 03:25:28,2022-06-14 03:25:28,Consumer,EMEA,Germany,6579,1202,2890,Not Returned,5952,4223,4321,High,Delivered
8665,3383,7926,1161,4313,8388,2249,4462,East,Electronics,Chairs,5645,2022-09-21 07:41:17,2022-09-24 07:41:17,Small Business,US,USA,4938,2915,1673,Not Returned,1456,6546,7027,High,Delivered
8310,368,3177,3375,6774,3813,6292,5986,North,Clothing,Tables,193,2021-04-20 18:44:09,2021-04-22 18:44:09,Corporate,LATAM,Germany,5039,258,1222,Returned,2426,9115,3160,High,Cancelled
5403,7701,561,8382,8397,5100,3372,3042,South,Electronics,Tables,713,2021-05-17 00:16:33,2021-05-22 00:16:33,Corporate,US,Brazil,3523,5652,4113,Returned,4907,5424,8747,Critical,Shipped
8776,4942,7330,842,4039,1805,8922,4350,South,Furniture,Chairs,6658,2021-03-26 11:05:03,2021-04-04 11:05:03,Home Office,EU,Germany,128,9575,6868,Returned,2206,8514,4380,Critical,Shipped
9709,4325,8311,7082,2372,5017,6303,6383,South,Clothing,Shirts,4797,2021-04-01 02:37:04,2021-04-03 02:37:04,Home Office,EU,Germany,4251,5948,8386,Not Returned,2447,7124,1400,Low,Shipped
7865,6128,553,5544,8922,2561,5109,4267,South,Electronics,Laptops,8317,2022-09-05 04:17:42,2022-09-11 04:17:42,Consumer,EMEA,USA,3756,3643,8120,Returned,8230,5587,3577,Medium,Cancelled
6126,2924,2709,4172,8423,2751,7477,7932,South,Furniture,Shirts,5576,2022-01-24 19:33:20,2022-02-02 19:33:20,Small Business,US,India,7395,4619,3961,Not Returned,5613,202,6560,High,Delivered
752,7546,5345,1206,9513,3888,1331,8623,West,Clothing,Phones,7524,2021-01-16 07:32:52,2021-01-20 07:32:52,Consumer,EMEA,Australia,1666,861,845,Not Returned,5748,6495,5787,High,Cancelled
8761,6201,8326,2062,4379,3731,8319,6123,South,Electronics,Chairs,4841,2022-08-29 15:37:41,2022-09-03 15:37:41,Home Office,LATAM,USA,9705,2281,9148,Not Returned,4568,9301,9735,Low,In Transit
6463,1659,2649,3372,3430,9773,4861,7621,South,Furniture,Shirts,6650,2021-06-12 07:19:22,2021-06-20 07:19:22,Corporate,EU,USA,2570,784,9899,Not Returned,8556,1104,4892,Critical,In Transit
9891,8635,6409,4746,4562,8173,6637,2590,North,Furniture,Shirts,842,2021-04-25 00:22:56,2021-05-01 00:22:56,Small Business,EMEA,Australia,3702,9464,5631,Returned,2955,7388,6789,Medium,Cancelled
9254,4662,3802,5634,7414,1164,1282,8188,West,Furniture,Laptops,4260,2022-02-06 19:51:08,2022-02-11 19:51:08,Corporate,US,Germany,5979,9090,6091,Returned,8184,5681,6512,Medium,In Transit
2013,1101,9008,5105,5616,9513,4503,7624,West,Furniture,Phones,1156,2021-02-08 05:23:26,2021-02-09 05:23:26,Home Office,US,USA,3701,6766,4985,Returned,2319,8931,2520,Low,Shipped
8247,2085,900,8716,463,1502,716,5331,South,Furniture,Tables,212,2022-03-09 16:40:09,2022-03-17 16:40:09,Consumer,US,USA,9428,8971,4930,Not Returned,4273,9999,5814,Critical,Cancelled
1495,1980,5429,4054,8438,7161,8576,7210,North,Furniture,Laptops,8492,2021-07-28 03:59:03,2021-07-30 03:59:03,Small Business,EMEA,Germany,806,7596,2229,Returned,4973,2388,1997,Low,Cancelled
2504,105,6863,8631,1522,1352,2699,3613,East,Clothing,Chairs,1275,2022-12-19 01:03:11,2022-12-25 01:03:11,Corporate,APAC,USA,2077,437,6086,Returned,763,736,7215,Medium,Delivered
6595,4729,9771,3730,7242,1077,1831,674,South,Electronics,Chairs,2570,2021-01-11 00:48:31,2021-01-20 00:48:31,Corporate,LATAM,Australia,4307,3274,6577,Not Returned,6426,7478,2803,Critical,Delivered
1650,2321,1144,8238,3315,4407,2610,7592,North,Electronics,Laptops,8200,2021-10-01 07:35:33,2021-10-07 07:35:33,Corporate,US,Australia,3829,566,7652,Returned,2772,6778,114,Medium,Shipped
3411,9237,5840,8225,8325,1727,5071,8218,East,Clothing,Chairs,934,2022-03-01 00:46:44,2022-03-06 00:46:44,Corporate,US,USA,8930,6468,3603,Not Returned,793,5964,9548,High,Delivered
9564,7924,4139,1150,7694,7493,6328,3354,South,Furniture,Chairs,5328,2021-02-06 10:30:44,2021-02-12 10:30:44,Home Office,APAC,India,6798,2601,2154,Returned,4019,3083,7075,High,In Transit
7983,2627,3764,7021,2802,464,998,5642,North,Clothing,Tables,9383,2022-05-27 00:32:26,2022-06-01 00:32:26,Small Business,LATAM,India,4430,7411,7219,Not Returned,2398,2222,5815,Critical,Shipped
5786,9975,6220,3999,2804,4548,9971,6511,South,Furniture,Laptops,6059,2021-12-14 04:18:39,2021-12-19 04:18:39,Home Office,APAC,India,1362,8979,556,Not Returned,9955,2113,2211,Low,Cancelled
6464,2317,6470,1611,4353,6344,4706,9320,East,Furniture,Tables,9329,2021-01-06 14:05:49,2021-01-13 14:05:49,Small Business,LATAM,USA,9345,699,8939,Returned,5740,9153,3492,Critical,Cancelled
209,3317,5408,7234,1892,9369,3507,2040,East,Electronics,Phones,4762,2021-09-20 10:15:37,2021-09-25 10:15:37,Consumer,LATAM,Australia,5259,7191,1441,Returned,6876,4444,4861,Low,Delivered
7714,381,9017,9731,7174,1638,7544,525,East,Electronics,Laptops,105,2021-01-02 01:42:47,2021-01-08 01:42:47,Small Business,LATAM,India,4917,2935,5157,Not Returned,9634,1846,3502,High,In Transit
2945,4295,1592,4073,3573,9386,5979,294,West,Furniture,Shirts,5210,2022-04-25 17:25:38,2022-05-03 17:25:38,Home Office,US,Brazil,7318,2494,3089,Returned,6796,5628,3991,Critical,Cancelled
2098,3175,388,299,4435,4062,474,5058,North,Clothing,Laptops,2222,2021-01-28 04:34:26,2021-02-02 04:34:26,Corporate,APAC,Brazil,5995,2317,1275,Not Returned,4984,7835,3619,Low,Delivered
9705,5179,5359,4508,6459,7542,3509,7306,South,Clothing,Chairs,8922,2021-03-12 20:18:20,2021-03-19 20:18:20,Small Business,EU,Brazil,1531,7914,9303,Not Returned,9534,7528,3313,Low,In Transit
7028,202,2141,9865,9249,3672,8611,7371,South,Clothing,Tables,2930,2021-11-07 11:38:37,2021-11-08 11:38:37,Home Office,APAC,Australia,8824,322,4670,Returned,1064,7922,3112,Critical,Cancelled
